AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameCheck,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
51.4,3,0,2,11,1,49.5,77.8,0,5,2,0,3,Mainz,52.9,4,"4,400.","7:30pm, Friday 2nd October 2020.",0,4,,427464,48.6,1,4,4,13,2,50.5,79.3,0,11,3,7,0,1. FC Union Berlin,40.9,1, German Bundesliga
53.1,1,2,1,16,2,63.3,82.3,0,9,4,4,1,Arminia Bielefeld,53.8,2,,"2:30pm, Saturday 3rd October 2020.",0,1,,427469,46.9,1,0,2,12,6,36.7,72.0,0,7,4,2,4,Werder Bremen,42.9,2, German Bundesliga
40.0,1,0,1,10,1,32.5,73.0,0,5,3,1,4,Schalke,71.4,3,"8,500.","5:30pm, Saturday 3rd October 2020.",0,4,,427468,60.0,5,3,8,14,3,67.5,90.2,0,21,9,7,1,RB Leipzig,63.2,1, German Bundesliga
32.1,3,0,2,12,0,33.8,82.2,0,6,1,2,3,SC Freiburg,50.0,1,"11,500.","2:30pm, Saturday 3rd October 2020.",0,4,,427465,67.9,2,3,3,8,1,66.2,89.4,0,16,7,7,2,Borussia Dortmund,71.4,1, German Bundesliga
52.2,3,3,10,12,2,59.8,84.1,0,15,1,11,1,M'gladbach,82.4,3,300.,"2:30pm, Saturday 3rd October 2020.",3,1,,427463,47.8,3,0,4,16,0,40.2,74.7,0,8,3,2,7,Cologne,72.2,3, German Bundesliga
28.6,2,3,12,17,1,52.3,80.3,0,15,7,6,1,Bayer Leverkusen,50.0,2,"9,500.","2:30pm, Saturday 3rd October 2020.",1,1,,427470,71.4,1,1,8,8,1,47.7,77.9,0,12,8,3,5,Stuttgart,60.0,3, German Bundesliga
50.0,1,2,1,19,6,33.1,74.9,0,10,4,5,5,Hertha Berlin,40.0,3,,"5:00pm, Sunday 4th October 2020.",3,4,,427467,50.0,7,5,6,13,2,66.9,85.7,0,22,6,9,2,Bayern Munich,55.6,3, German Bundesliga
36.4,3,3,1,10,2,54.1,83.4,0,12,3,6,2,Lille,69.6,1,,"2:00pm, Sunday 4th October 2020.",3,0,,431420,63.6,5,1,11,11,0,45.9,80.0,0,15,7,3,3,Strasbourg,68.8,1, French Ligue 1
29.4,4,1,7,8,1,48.7,77.6,0,12,4,4,5,Hoffenheim,36.4,3,"8,000.","2:30pm, Saturday 3rd October 2020.",1,2,,427466,70.6,2,4,5,12,9,51.3,78.0,0,16,6,8,3,Eintracht Frankfurt,46.2,2, German Bundesliga
37.5,1,3,2,16,2,26.3,67.2,0,9,4,4,1,Reims,44.4,3,,"4:00pm, Sunday 4th October 2020.",2,2,,431419,62.5,7,2,10,12,0,73.7,88.6,0,19,9,3,2,Rennes,62.5,4, French Ligue 1
46.2,2,1,2,13,0,36.0,67.4,0,8,5,1,6,FC Augsburg,84.2,1,"4,632.","2:30pm, Sunday 4th October 2020.",0,0,,427471,53.8,5,0,12,7,3,64.0,84.0,0,18,7,6,1,Wolfsburg,82.4,0, German Bundesliga
29.2,3,0,3,15,1,41.9,76.4,0,10,3,4,5,Lorient,68.4,2,,"2:00pm, Sunday 4th October 2020.",1,3,,431415,70.8,1,0,4,10,0,58.1,85.4,0,16,7,8,3,Metz,61.5,1, French Ligue 1
54.5,6,1,8,17,0,71.6,86.5,0,21,13,2,4,Monaco,63.6,4,,"2:00pm, Sunday 4th October 2020.",0,1,,431412,45.5,0,0,1,10,1,28.4,65.2,0,7,2,5,2,Brest,47.8,3, French Ligue 1
29.4,2,0,4,14,0,50.0,82.5,0,5,2,1,4,Dijon,72.2,3,,"2:00pm, Sunday 4th October 2020.",0,3,,431411,70.6,3,1,5,15,2,50.0,85.1,0,17,7,7,1,Bordeaux,84.2,2, French Ligue 1
