AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameCheck,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
48.8,3,0,3,14,1,38.1,67.1,0,11,3,5,1,Kilmarnock,55.6,0,,"3:00pm, Saturday 17th October 2020.",3,1,,425628,51.2,8,1,6,14,2,61.9,73.4,0,15,5,2,2,Livingston,76.9,4, Scottish Premiership
39.2,2,2,5,18,1,43.5,75.0,0,9,2,5,0,Rangers,55.6,2,,"12:30pm, Saturday 17th October 2020.",2,0,,425625,60.8,4,0,1,13,3,56.5,77.8,0,5,1,0,3,Celtic,72.2,2, Scottish Premiership
53.3,11,2,5,12,5,55.8,78.3,0,27,10,6,2,Hibernian,58.3,1,,"3:00pm, Saturday 17th October 2020.",0,0,,425629,46.7,6,0,3,11,1,44.2,72.4,1,16,8,2,5,Ross County,61.5,1, Scottish Premiership
73.1,2,4,3,22,1,58.8,86.0,0,19,11,6,0,Atalanta,68.2,3,,"2:00pm, Saturday 31st October 2020.",2,1,,434375,26.9,2,1,1,11,2,41.2,78.5,0,6,3,1,4,Crotone,61.1,1, Italian Serie A
54.3,2,3,3,18,2,47.6,74.3,0,7,2,3,6,Cagliari,76.9,3,,"7:45pm, Saturday 31st October 2020.",2,3,,434374,45.7,7,1,7,11,2,52.4,79.0,0,22,6,9,1,Bologna,72.7,3, Italian Serie A
42.9,4,3,4,11,5,45.0,78.7,0,11,3,4,2,Genoa,73.7,1,,"7:45pm, Sunday 1st November 2020.",1,1,,434379,57.1,0,0,7,19,1,55.0,81.7,0,9,6,3,3,Sampdoria,87.5,5, Italian Serie A
50.0,1,2,2,7,2,31.0,67.6,0,5,1,3,7,Parma,58.3,1,,"5:00pm, Saturday 31st October 2020.",2,2,,434376,50.0,6,6,15,13,3,69.0,88.2,0,25,10,9,1,Inter Milan,63.6,1, Italian Serie A
46.0,0,0,0,9,0,43.5,60.9,0,3,3,0,3,Dundee United,54.5,1,,"3:00pm, Saturday 24th October 2020.",0,0,,425635,54.0,2,1,5,12,3,56.5,74.1,0,14,9,3,0,St. Johnstone,83.3,1, Scottish Premiership
58.7,5,1,6,20,2,45.1,68.5,0,11,4,2,0,Hibernian,75.0,1,,"3:00pm, Saturday 24th October 2020.",1,0,,425632,41.3,2,1,1,17,4,54.9,76.6,0,9,6,1,1,Kilmarnock,75.0,2, Scottish Premiership
45.7,0,0,3,14,1,30.4,63.9,0,4,3,1,6,Livingston,70.6,1,,"3:00pm, Sunday 25th October 2020.",0,2,,425634,54.3,2,2,5,9,1,69.6,83.8,0,11,2,7,1,Rangers,66.7,1, Scottish Premiership
46.2,1,4,3,7,5,55.8,88.2,0,7,2,4,2,Juventus,50.0,1,,"2:00pm, Sunday 1st November 2020.",4,1,,434380,53.8,5,1,4,14,3,44.2,85.3,0,16,8,3,0,Spezia,73.3,3, Italian Serie A
42.9,3,1,6,14,1,51.8,77.2,0,11,3,5,1,Ross County,66.7,1,,"3:00pm, Saturday 24th October 2020.",0,4,,425633,57.1,1,3,4,12,1,48.2,75.6,0,14,8,5,3,Motherwell,55.6,2, Scottish Premiership
47.8,3,1,1,11,3,55.0,87.6,0,12,4,5,1,Lazio,42.3,4,,"2:00pm, Sunday 1st November 2020.",4,3,,434381,52.2,4,2,7,11,2,45.0,86.1,0,11,3,4,0,Torino,63.6,2, Italian Serie A
50.0,1,1,3,9,0,56.6,89.8,0,8,3,4,6,Sassuolo,41.7,2,,"5:00pm, Sunday 1st November 2020.",2,0,,434377,50.0,6,2,12,7,3,43.4,84.9,0,22,10,6,2,Napoli,59.1,2, Italian Serie A
50.0,3,1,2,11,2,46.6,62.2,0,11,3,5,2,Hamilton Academical,62.5,1,,"7:00pm, Tuesday 20th October 2020.",2,4,,425578,50.0,9,1,10,17,0,53.4,68.8,0,18,3,6,3,Aberdeen,61.5,1, Scottish Premiership
40.0,4,0,4,16,1,58.4,83.9,1,8,3,1,4,Fiorentina,62.5,2,,"5:00pm, Sunday 1st November 2020.",0,2,,434378,60.0,7,4,7,17,2,41.6,79.2,0,17,4,6,1,Roma,50.0,3, Italian Serie A
51.6,4,1,4,12,3,60.0,87.6,0,12,4,4,1,AC Milan,41.2,2,,"11:30am, Sunday 1st November 2020.",2,1,,434382,48.4,3,0,2,14,2,40.0,80.4,0,9,4,2,2,Udinese,57.1,2, Italian Serie A
42.2,6,1,3,10,1,51.1,77.9,0,9,2,1,2,Arminia Bielefeld,69.2,1,"4,519.","2:30pm, Sunday 25th October 2020.",1,2,,427489,57.8,5,6,4,13,1,48.9,79.8,0,14,5,4,0,Wolfsburg,72.7,2, German Bundesliga
61.5,1,0,3,8,3,34.1,72.9,0,6,2,3,4,FC Augsburg,82.4,2,,"7:30pm, Monday 26th October 2020.",1,3,,427483,38.5,2,2,3,14,2,65.9,87.7,0,15,6,7,2,Bayer Leverkusen,63.6,1, German Bundesliga
47.6,1,1,2,11,1,36.8,71.6,0,7,1,5,4,Strasbourg,58.8,3,"4,361.","2:00pm, Sunday 25th October 2020.",3,0,,431432,52.4,2,1,12,8,3,63.2,84.7,0,14,8,4,2,Brest,60.0,1, French Ligue 1
54.8,6,1,8,16,1,64.9,73.5,0,13,4,3,1,Ross County,60.0,4,,"3:00pm, Saturday 31st October 2020.",1,2,,425638,45.2,1,1,2,11,1,35.1,53.0,0,8,4,3,2,Dundee United,66.7,1, Scottish Premiership
47.5,2,1,5,12,3,43.8,53.3,0,8,2,4,3,Motherwell,88.9,2,,"3:00pm, Saturday 31st October 2020.",2,0,,425642,52.5,5,0,5,14,1,56.2,60.4,0,13,5,3,2,Livingston,72.7,2, Scottish Premiership
43.2,4,2,5,18,2,61.6,79.6,0,14,3,7,2,Celtic,50.0,1,,"12:00pm, Sunday 25th October 2020.",3,3,,425631,56.8,2,0,3,12,1,38.4,65.2,0,13,6,5,4,Aberdeen,57.1,2, Scottish Premiership
38.5,8,0,4,15,0,53.4,82.3,0,20,4,8,1,Stuttgart,55.0,2,,"7:30pm, Friday 30th October 2020.",1,1,,427495,61.5,3,1,3,11,4,46.6,82.8,0,9,4,2,7,Schalke,50.0,2, German Bundesliga
55.6,6,0,4,17,2,50.9,78.9,0,15,6,3,2,RB Leipzig,80.0,4,,"5:30pm, Saturday 31st October 2020.",0,1,,427491,44.4,0,1,2,13,5,49.1,78.8,0,5,2,3,3,M'gladbach,55.6,2, German Bundesliga
