AAD,ABS,Time,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
58.3,5,2045,1,2,18,0,39.8,81.3,0,11,3,3,7,Torino,47.1,3,,2020-07-13,1,3,419388,41.7,5,2,9,21,2,60.2,89.2,0,24,9,10,2,Inter Milan,50.0,5,Serie_A
59.1,3,1830,1,8,14,3,48.0,73.2,0,7,1,3,1,Verona,50.0,2,,2020-07-12,1,1,419386,40.9,2,1,6,15,1,52.0,76.9,0,14,10,2,3,Fiorentina,42.9,3,Serie_A
38.1,4,2045,0,5,11,1,57.5,87.0,0,16,10,2,5,Lazio,63.6,3,,2020-07-15,0,0,419403,61.9,3,2,4,12,1,42.5,86.2,0,14,6,5,2,Udinese,73.3,2,Serie_A
60.7,7,1830,0,7,7,3,46.7,83.7,0,21,6,8,5,Lecce,76.9,1,,2020-07-12,0,0,419385,39.3,5,2,6,10,4,53.3,86.6,0,19,9,5,8,Cagliari,71.4,1,Serie_A
57.1,5,1830,0,3,24,2,49.5,83.3,0,13,2,6,2,Bologna,52.6,1,,2020-07-12,2,2,419392,42.9,3,1,6,16,2,50.5,82.6,0,16,8,5,4,Parma,85.0,1,Serie_A
58.8,8,2045,4,9,13,1,42.4,84.0,0,21,8,5,7,Juventus,44.4,4,,2020-07-15,3,3,419401,41.2,7,4,3,14,0,57.6,88.1,0,22,4,11,2,Sassuolo,27.3,4,Serie_A
45.5,2,2045,2,5,7,0,50.8,87.9,0,14,4,8,1,Fiorentina,41.7,2,,2020-07-15,3,1,419396,54.5,2,0,6,15,3,49.2,87.4,0,10,6,2,5,Lecce,72.7,3,Serie_A
52.0,1,1830,1,4,9,1,52.4,85.6,0,9,5,3,0,Napoli,58.3,1,,2020-07-15,1,1,419395,48.0,4,1,8,20,3,47.6,87.0,0,13,8,1,2,Bologna,70.0,1,Serie_A
46.7,5,2045,1,6,6,4,65.2,83.2,0,7,1,1,3,Verona,85.7,3,,2020-07-15,1,2,419398,53.3,6,3,7,14,0,34.8,69.6,0,20,8,6,0,Roma,73.3,4,Serie_A
40.0,3,2045,4,7,9,1,60.9,84.8,0,16,7,6,0,Inter Milan,46.2,3,,2020-07-16,4,0,419399,60.0,5,1,0,10,0,39.1,77.1,0,12,7,0,2,Spal,75.0,2,Serie_A
58.3,7,1830,0,3,15,1,51.8,89.3,0,15,6,2,1,Cagliari,76.9,2,,2020-07-15,0,3,419400,41.7,3,2,4,13,2,48.2,86.3,0,11,4,4,2,Sampdoria,57.1,0,Serie_A
36.8,7,1830,1,6,10,1,43.3,82.7,0,12,2,3,4,Parma,54.5,2,,2020-07-15,1,3,419397,63.2,6,2,7,9,6,56.7,86.9,0,26,13,7,2,AC Milan,71.4,1,Serie_A
33.3,3,1330,1,8,8,5,49.1,83.1,0,13,4,6,1,Feyenoord,80.0,2,"35,000.",2020-03-01,1,1,408966,66.7,5,2,3,11,1,50.9,83.1,0,12,5,2,5,PSV Eindhoven,68.8,1, Dutch Eredivisie
42.9,3,1945,5,9,5,4,62.5,77.2,0,14,4,7,3,Ajax,65.0,1,"25,950.",2020-03-07,3,1,408973,57.1,1,1,3,9,2,37.5,69.3,0,8,2,5,4,Heerenveen,52.0,1, Dutch Eredivisie
37.5,3,1115,1,2,9,2,44.4,73.7,0,12,7,2,3,FC Utrecht,50.0,0,"5,134.",2020-03-01,1,2,408967,62.5,4,1,3,9,0,55.6,80.7,0,14,5,5,0,RKC Waalwijk,75.0,3, Dutch Eredivisie
44.4,3,1845,0,4,13,4,40.2,72.0,0,7,4,0,3,VVV-Venlo,58.8,1,"8,100.",2020-03-07,0,3,408969,55.6,3,5,5,11,2,59.8,79.7,0,17,8,6,0,Emmen,62.5,0, Dutch Eredivisie
57.6,1,1900,2,4,17,0,54.0,78.9,0,13,7,5,1,PEC Zwolle,50.0,2,"10,071.",2020-03-06,1,1,408971,42.4,2,0,4,11,1,46.0,78.3,0,9,5,2,4,Fortuna Sittard,61.5,2, Dutch Eredivisie
50.0,1,1730,0,2,9,2,24.2,69.6,0,6,4,1,4,ADO Den Haag,73.3,3,"16,117.",2020-03-07,0,4,408970,50.0,5,0,6,9,2,75.8,88.3,0,16,3,8,1,AZ Alkmaar,63.6,1, Dutch Eredivisie
54.8,2,1545,0,6,11,2,43.2,75.6,0,7,3,2,4,PSV Eindhoven,80.0,0,"19,116.",2020-03-08,1,0,408974,45.2,4,0,11,5,0,56.8,78.9,0,13,5,4,1,Groningen,58.3,1, Dutch Eredivisie
56.5,1,1330,0,3,12,2,42.2,75.6,0,3,2,0,1,Willem II,68.2,1,"47,500.",2020-03-08,0,2,408976,43.5,4,3,6,15,0,57.8,80.7,0,12,5,3,0,Feyenoord,84.6,4, Dutch Eredivisie
36.4,3,1845,1,2,13,3,53.1,76.5,0,8,3,2,1,FC Twente,50.0,3,"14,210.",2020-03-07,0,1,408972,63.6,2,1,4,16,6,46.9,74.3,0,9,5,2,2,Vitesse Arnhem,65.2,3, Dutch Eredivisie
25.0,2,1330,0,4,11,2,41.5,76.3,0,11,5,4,6,RKC Waalwijk,52.6,3,"10,412.",2020-03-08,2,4,408977,75.0,4,8,7,11,3,58.5,82.9,0,23,9,10,2,Heracles Almelo,53.3,2, Dutch Eredivisie
